feedback_id,source_type,source_name,feedback_text,created_at,customer_segment,product_area,sentiment,severity,language,data_type,metadata_origin,rating,product_name,product_price,theme,theme_origin
PUB-000100,Public Product Review,Flipkart Public Review Dataset,great product. the product is too goodjust loved it,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"Lakm?? Eyeconic Kajal Twin Pack??????(Deep Black, 0.7 g)",218,Unknown,not_available
PUB-000101,Public Product Review,Flipkart Public Review Dataset,expected a better product. very worst device dont buy it i am posting after 3month use my device is not opening,,Unknown,accessories,negative,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes SmartwatchÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Burgundy Strap, Free Size)",1699,Unknown,not_available
PUB-000102,Public Product Review,Flipkart Public Review Dataset,just wow! best battery backup smart generation inverter,,Unknown,electronics,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,LUMINOUS ZELIO 110012V Ecomm Pure Sine Wave Inverter,7299,Unknown,not_available
PUB-000103,Public Product Review,Flipkart Public Review Dataset,good. water wastage is more in this system,,Unknown,kitchen,neutral,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,Pureit Advanced Plus RO? 7 L RO  MF Water PurifierÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Black),7799,Unknown,not_available
PUB-000104,Public Product Review,Flipkart Public Review Dataset,fair. ok ok product,,Unknown,other,neutral,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,RIAN Animal Single Mink Blanket for  Mild WinterPolyester Brown Grey,599,Unknown,not_available
PUB-000105,Public Product Review,Flipkart Public Review Dataset,worst experience ever! very bad,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"The Sharp Club SH2004BK Steel Toe Leather Safety Shoe??????(Black, S1)",749,Unknown,not_available
PUB-000106,Public Product Review,Flipkart Public Review Dataset,fair. plastic quality not good,,Unknown,accessories,negative,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"Dallao Waterproof Remote Controlled Rock Crawler RC Monster Car With Wheel Remote , 4 Wheels , 1 Stepnee, , 1:20 scale?ÐÒÐÒ?ÐÒÐÒ(Blue)",945,Unknown,not_available
PUB-000107,Public Product Review,Flipkart Public Review Dataset,not specified. bad qlty items,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,FULL BLACK FANCY DIAL SPORT PU BELT WATCH  KING BRECELET PACK OF 3 Analog Watch   For Men,256,Unknown,not_available
PUB-000108,Public Product Review,Flipkart Public Review Dataset,bed quality,,Unknown,other,negative,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,Men Graphic Print Round Neck Black T-Shirt,269,Unknown,not_available
PUB-000109,Public Product Review,Flipkart Public Review Dataset,did not meet expectations. the product got burnt after using it for 3days i really hated it no refund from flip kart horrible product seller is cheating everyone by giving faulty product,,Unknown,home_appliances,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,CRAFTIFY High Quality 2000 W Immersion Heater RodWater,290,Unknown,not_available
PUB-000110,Public Product Review,Flipkart Public Review Dataset,worth the money. product is good but size is small,,Unknown,kitchen,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃÂ ÃÂ (White, Microwave Safe)",1299,Unknown,not_available
PUB-000111,Public Product Review,Flipkart Public Review Dataset,hated it! there were not enough solution inside the tube i had to throw it away waste of money,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),125,Unknown,not_available
PUB-000112,Public Product Review,Flipkart Public Review Dataset,nice product. havent used the item but can rate according to look,,Unknown,kitchen,neutral,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,MarQ by Flipkart 33-Litre 33AOTMQB Oven Toaster Grill (OTG) with 4 Skewers and Inbuilt lightÐÓ®ÐÂ ÐÓ®ÐÂ (Black),3499,Unknown,not_available
PUB-000113,Public Product Review,Flipkart Public Review Dataset,worthless. quality is very low stitches are very very bad,,Unknown,accessories,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"SportSoul Cotton Gym & Athletic Abdomen Support??????(Grey, Black)",249,Unknown,not_available
PUB-000114,Public Product Review,Flipkart Public Review Dataset,wonderful. its a very good chimney with touch panel motion sensor which worked very good,,Unknown,kitchen,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Hindware Nevio Plus 60  Auto Clean Wall Mounted Chimney??????(Black 1400 CMH),13999,Unknown,not_available
PUB-000115,Public Product Review,Flipkart Public Review Dataset,terrific purchase. easy to use,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),198,Unknown,not_available
PUB-000116,Public Product Review,Flipkart Public Review Dataset,great product. good product n,,Unknown,accessories,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,HF MRF GRAND Edition VK - 18 Full Size ( Ideal For 15-21 Years ) Complete Cricket Kit,3699,Unknown,not_available
PUB-000117,Public Product Review,Flipkart Public Review Dataset,not good. so so,,Unknown,accessories,neutral,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,Trixzoom Solid Ultimate Pastel Rose Gold Happy Birthday Decoration Set  119 Pcs Kit  Rosegold Happy Birthday Pastel  Metallic Balloons Heart Shape Balloons Tassels Pump  LED Lights Balloon BouquetMulticolor Pack of 119,399,Unknown,not_available
PUB-000118,Public Product Review,Flipkart Public Review Dataset,worst experience ever! average,,Unknown,other,neutral,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,Flipkart SmartBuy Blue Cotton Carpet136 cm  X 180 cm Rectangle,389,Unknown,not_available
PUB-000119,Public Product Review,Flipkart Public Review Dataset,good purchase,,Unknown,accessories,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)ÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (Blue, Lithium Polymer)",1149,Unknown,not_available
PUB-000120,Public Product Review,Flipkart Public Review Dataset,good choice. nice,,Unknown,other,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,"Lakm?? Eyeconic Kajal Twin Pack??????(Deep Black, 0.7 g)",218,Unknown,not_available
PUB-000121,Public Product Review,Flipkart Public Review Dataset,don't waste your money. really waste product,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,BALKRISHNA ENTERPRISE Green Tea Sticks Face Shaping Mask  Face Shaping Mask,189,Unknown,not_available
PUB-000122,Public Product Review,Flipkart Public Review Dataset,nice and look beautifully,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,VH000010A Analog Watch  - For Women,1169,Unknown,not_available
PUB-000123,Public Product Review,Flipkart Public Review Dataset,very good. i bought 24 lit it has light insidebut in this model no lightperformance is good,,Unknown,kitchen,neutral,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,MarQ by Flipkart 18-Litre 18L1200W4HL Oven Toaster Grill (OTG) with 4 Skewers and Crumb TrayÐÓ®ÐÂ ÐÓ®ÐÂ (Black),2499,Unknown,not_available
PUB-000124,Public Product Review,Flipkart Public Review Dataset,terrible product. product quality is not good its not working after a month use,,Unknown,kitchen,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"Pigeon Favourite Electric Kettle??????(1.5 L, Silver, Black)",699,Unknown,not_available
PUB-000125,Public Product Review,Flipkart Public Review Dataset,terrific purchase. i love this product,,Unknown,home_appliances,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Bajaj DX 2 LW Dry Iron,529,Unknown,not_available
PUB-000126,Public Product Review,Flipkart Public Review Dataset,horrible. after 10 days its not working,,Unknown,accessories,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"Infinix 10W Quick Charger combo for Infinx devices (MicroUSB - Cable Included)?ÐÒÐÒ?ÐÒÐÒ(White, Cable Included)",449,Unknown,not_available
PUB-000127,Public Product Review,Flipkart Public Review Dataset,highly recommended. superb,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"Lakm?? Eyeconic Kajal Twin Pack??????????(Deep Black, 0.7 g)",218,Unknown,not_available
PUB-000128,Public Product Review,Flipkart Public Review Dataset,not good. 1 car not working,,Unknown,other,negative,4,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",2.0,"TITIRANGI 4 Pack 4WD Monster Truck Cars,Push and Go Toy Trucks Friction Powered Cars 4 Wheel Drive Vehicles for Toddlers Children Boys Girls Kids Gift-4PCS?ÐÒÐÒ?ÐÒÐÒ(Multicolor)",348,Unknown,not_available
PUB-000129,Public Product Review,Flipkart Public Review Dataset,awesome. i like it best football in less money,,Unknown,accessories,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"NIVIA Storm Football - Size: 5ÐÓ®ÐÂ ÐÓ®ÐÂ (Pack of 1, Multicolor)",429,Unknown,not_available
PUB-000130,Public Product Review,Flipkart Public Review Dataset,not specified. lovely,,Unknown,other,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Baby Boys  Baby Girls Casual Tshirt ShortsYellow,219,Unknown,not_available
PUB-000131,Public Product Review,Flipkart Public Review Dataset,horrible. worst washing machine stopped working within 10 days marq is neither replacing it nor repairing it worst company and worst product,,Unknown,other,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,MarQ by Flipkart 8 kg 5 Star Engineered with Panasonic Technology Fully Automatic Top Load GreyÐÓ®ÐÂ ÐÓ®ÐÂ (MQFA80J5LG),14790,Unknown,not_available
PUB-000132,Public Product Review,Flipkart Public Review Dataset,terrific. good product and value for money,,Unknown,electronics,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less DesignÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (32Alpha007BL),7999,Unknown,not_available
PUB-000133,Public Product Review,Flipkart Public Review Dataset,must buy! exlent,,Unknown,accessories,neutral,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"COSCO Kick Football - Size: 5ÐÓ®ÐÂ ÐÓ®ÐÂ (Pack of 1, Blue)",449,Unknown,not_available
PUB-000134,Public Product Review,Flipkart Public Review Dataset,very poor. worst product cant format and use,,Unknown,accessories,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MBs  Memory CardWith Adapter,649,Unknown,not_available
PUB-000135,Public Product Review,Flipkart Public Review Dataset,highly recommended. great tv at this price,,Unknown,electronics,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,Thomson Alpha 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 W Sound Output & Bezel-Less DesignÐÒ?ÐÓ®ÐÂ ÐÒ?ÐÓ®ÐÂ (32Alpha007BL),7999,Unknown,not_available
PUB-000136,Public Product Review,Flipkart Public Review Dataset,value-for-money. good one,,Unknown,accessories,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",4.0,Kadio Analog 20 cm X 20 cm Wall ClockBeige With Glass Standard,225,Unknown,not_available
PUB-000137,Public Product Review,Flipkart Public Review Dataset,great product. nice products,,Unknown,kitchen,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,MILTON Thermosteel Flip Lid 500 ml FlaskPack of 1 Silver Steel,648,Unknown,not_available
PUB-000138,Public Product Review,Flipkart Public Review Dataset,nice. good quality but size is very small,,Unknown,computing,positive,2,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,Sarika Enterprises Mickey Mouse Shaped Soft Plush Cushion Fabric SofaFinish Color  Black Preassembled,470,Unknown,not_available
PUB-000139,Public Product Review,Flipkart Public Review Dataset,terrific purchase. excellent qualityexcellent packingthank you flipcart,,Unknown,kitchen,positive,1,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",5.0,"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃÂ ÃÂ (White, Microwave Safe)",1299,Unknown,not_available
PUB-000140,Public Product Review,Flipkart Public Review Dataset,just okay. good product,,Unknown,other,neutral,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,"LEADER Scout 26T SEA Blue BLACK for Ride 26 T Mountain CycleÐÓ®ÐÂ ÐÓ®ÐÂ (Single Speed, Blue, Black)",4499,Unknown,not_available
PUB-000141,Public Product Review,Flipkart Public Review Dataset,6 months usage review. using this led from last 6 months must say its a gr8 buy although im bit spectacle initially weather to buy or not but at last i bought it so after using 6 months im reviewing thispros1 all in all value for money 2 picture quality is not superb but good reason of rating good is that it lack brightness and more on darker side some scenes especially night scenes lack brightness3 voice command is also good more often it capture right words4having 20 w speaker sound is also,,Unknown,audio,negative,3,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",3.0,Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio (2022 Model),13999,Unknown,not_available
PUB-000142,Public Product Review,Flipkart Public Review Dataset,not recommended at all. not good,,Unknown,computing,negative,5,en,public,"{""source_type"": ""public_source"", ""source_name"": ""public_source"", ""feedback_text"": ""public_source"", ""sentiment"": ""public_source"", ""rating"": ""public_source"", ""product_name"": ""public_source"", ""product_price"": ""public_source"", ""data_type"": ""public_source"", ""product_area"": ""derived"", ""severity"": ""derived"", ""language"": ""derived"", ""customer_segment"": ""unknown"", ""created_at"": ""unknown""}",1.0,"TP-Link Archer C20 AC WiFi 750 MBPS Wireless Router?ÐÒÐÒ?ÐÒÐÒ(Blue, Dual Band)",1599,Unknown,not_available
